family_id,case_id,case_name,Omega,omega_rad_s,branch_id,kr_a,kr_a_over_pi,ki_signed,alpha_a,is_pass_band,eigval_real,eigval_imag,cond_P_equil,cond_Tcell,solver_status
S1,S1_cons,Conservative Mechanical Baseline (beta -> 0),0.05,27197.301672877948,0,2.371320282622289e-10,7.548146892668152e-11,3.13512719530996,3.13512719530996,False,0.04349422121649991,1.0313872894754692e-11,1894455434658.2542,4.528374882415026e+16,CONVERGED
S1,S1_cons,Conservative Mechanical Baseline (beta -> 0),0.05,27197.301672877948,1,0.11387084855860707,0.036246216844341886,-8.538035895584521e-09,8.538035895584521e-09,True,0.9935237258773666,-0.11362492329954402,1894455434658.2542,4.528374882415026e+16,CONVERGED
S1,S1_cons,Conservative Mechanical Baseline (beta -> 0),0.05,27197.301672877948,2,0.11387087419093594,0.03624622500336557,7.395506496357565e-09,7.395506496357565e-09,True,0.9935237071345426,0.11362494695542294,1894455434658.2542,4.528374882415026e+16,CONVERGED
S1,S1_cons,Conservative Mechanical Baseline (beta -> 0),0.05,27197.301672877948,3,0.2729932913651851,0.08689646350339048,-2.6505255981507643e-07,2.6505255981507643e-07,True,0.9629684302983601,-0.2696151560168169,1894455434658.2542,4.528374882415026e+16,CONVERGED
S1,S1_cons,Conservative Mechanical Baseline (beta -> 0),0.05,27197.301672877948,4,0.2729935267889355,0.08689653844109768,1.724929081558101e-07,1.724929081558101e-07,True,0.9629679454821697,0.26961526475348585,1894455434658.2542,4.528374882415026e+16,CONVERGED
S1,S1_cons,Conservative Mechanical Baseline (beta -> 0),0.06767676767676768,36812.509335006514,0,6.249394258960284e-09,1.989243975287283e-09,3.141327745547899,3.141327745547899,False,0.043225367494671804,2.701323634626504e-10,2261454476074.756,9544107540209594.0,CONVERGED
S1,S1_cons,Conservative Mechanical Baseline (beta -> 0),0.06767676767676768,36812.509335006514,1,0.15408162110978738,0.04904570327847038,-2.081966152043446e-09,2.081966152043446e-09,True,0.9881528955816611,0.15347266570145682,2261454476074.756,9544107540209594.0,CONVERGED
S1,S1_cons,Conservative Mechanical Baseline (beta -> 0),0.06767676767676768,36812.509335006514,2,0.15408164675824887,0.04904571144262924,2.8863070215674275e-09,2.8863070215674275e-09,True,0.9881528867359095,-0.15347269028356403,2261454476074.756,9544107540209594.0,CONVERGED
S1,S1_cons,Conservative Mechanical Baseline (beta -> 0),0.06767676767676768,36812.509335006514,3,0.368819107924723,0.1173987682659258,-4.301035743839149e-07,4.301035743839149e-07,True,0.932754125417481,-0.3605143571679064,2261454476074.756,9544107540209594.0,CONVERGED
S1,S1_cons,Conservative Mechanical Baseline (beta -> 0),0.06767676767676768,36812.509335006514,4,0.36881969677485693,0.1173989557027449,2.5286354867345044e-07,2.5286354867345044e-07,True,0.9327532760883528,0.3605146602004912,2261454476074.756,9544107540209594.0,CONVERGED
